Date,Open,High,Low,Close,Adj Close,Volume
2017-01-22,919.840027,938.380005,888.619995,918.840027,918.840027,44074299
2017-01-23,918.840027,927.979980,910.849976,921.460022,921.460022,30261054
2017-01-24,921.460022,925.609985,889.150024,893.750000,893.750000,53468911
2017-01-25,893.750000,905.700012,883.630005,894.409973,894.409973,34014866
2017-01-26,894.409973,919.320007,893.489990,915.559998,915.559998,30795685
2017-01-27,915.559998,922.559998,907.919983,918.010010,918.010010,28503144
2017-01-28,918.010010,921.890015,912.840027,918.510010,918.510010,13251844
2017-01-29,918.510010,922.400024,912.679993,914.549988,914.549988,10214368
2017-01-30,914.549988,922.349976,911.510010,920.729980,920.729980,17604172
2017-01-31,920.729980,967.450012,917.380005,965.489990,965.489990,51869216
2017-02-01,965.489990,986.570007,959.820007,982.429993,982.429993,44035816
2017-02-02,982.429993,1009.130005,973.500000,1003.969971,1003.969971,50633910
2017-02-03,1003.969971,1023.719971,989.210022,1013.020020,1013.020020,62431017
2017-02-04,1013.020020,1041.040039,1000.409973,1031.849976,1031.849976,40406542
2017-02-05,1031.849976,1033.660034,1004.049988,1016.109985,1016.109985,31669956
2017-02-06,1016.109985,1030.599976,1010.830017,1024.670044,1024.670044,32828350
2017-02-07,1024.670044,1054.099976,1019.869995,1049.560059,1049.560059,41318349
2017-02-08,1049.560059,1069.229980,1020.330017,1055.489990,1055.489990,68336320
2017-02-09,1055.489990,1073.030029,924.650024,978.960022,978.960022,145839317
2017-02-10,978.960022,1005.599976,947.020020,997.609985,997.609985,60639111
2017-02-11,997.609985,1014.320007,983.929993,1008.320007,1008.320007,28504495
2017-02-12,1008.320007,1007.820007,992.450012,996.520020,996.520020,14825023
2017-02-13,996.520020,1007.609985,975.099976,995.359985,995.359985,32785064
2017-02-14,995.359985,1013.799988,986.460022,1008.340027,1008.340027,39810076
2017-02-15,1008.340027,1010.929993,999.729980,1008.190002,1008.190002,23569549
2017-02-16,1008.190002,1040.280029,1007.390015,1031.930054,1031.930054,39114743
2017-02-17,1031.930054,1057.390015,1025.869995,1049.410034,1049.410034,47815360
2017-02-18,1049.410034,1063.209961,1044.680054,1052.280029,1052.280029,26856521
2017-02-19,1052.280029,1056.479980,1037.670044,1048.890015,1048.890015,18876881
2017-02-20,1048.890015,1081.780029,1040.989990,1077.560059,1077.560059,32959720
2017-02-21,1077.560059,1123.030029,1073.540039,1119.030029,1119.030029,62908569
2017-02-22,1119.030029,1132.250000,1094.829956,1120.459961,1120.459961,53647453
2017-02-23,1120.459961,1181.599976,1113.540039,1171.910034,1171.910034,75663167
2017-02-24,1171.910034,1211.739990,1092.410034,1176.489990,1176.489990,126978010
2017-02-25,1176.489990,1180.010010,1116.209961,1149.050049,1149.050049,53003830
2017-02-26,1149.050049,1177.469971,1130.609985,1171.579956,1171.579956,35750258
2017-02-27,1171.579956,1195.819946,1164.270020,1188.829956,1188.829956,42035366
2017-02-28,1188.829956,1208.219971,1175.750000,1189.270020,1189.270020,60371869
2017-03-01,1189.270020,1225.040039,1154.550049,1222.660034,1222.660034,61964760
2017-03-02,1222.660034,1286.979980,1211.959961,1255.469971,1255.469971,98040639
2017-03-03,1255.469971,1291.349976,1250.800049,1283.300049,1283.300049,85876262
2017-03-04,1283.300049,1285.780029,1228.729980,1264.319946,1264.319946,48597934
2017-03-05,1264.319946,1273.280029,1242.099976,1271.219971,1271.219971,32104972
2017-03-06,1271.219971,1280.609985,1261.000000,1277.010010,1277.010010,39591110
2017-03-07,1277.010010,1280.890015,1148.660034,1232.689941,1232.689941,108673876
2017-03-08,1232.689941,1242.040039,1136.880005,1146.969971,1146.969971,116342973
2017-03-09,1146.969971,1206.969971,1129.349976,1191.329956,1191.329956,70427061
2017-03-10,1191.329956,1330.420044,988.690002,1112.390015,1112.390015,223836041
2017-03-11,1112.390015,1202.689941,1104.780029,1179.219971,1179.219971,82387198
2017-03-12,1179.219971,1235.459961,1160.900024,1225.109985,1225.109985,53441762
2017-03-13,1225.109985,1245.630005,1205.609985,1238.189941,1238.189941,74376298
2017-03-14,1238.189941,1255.520020,1218.380005,1243.140015,1243.140015,56058617
2017-03-15,1243.140015,1256.949951,1236.430054,1253.430054,1253.430054,54486699
2017-03-16,1253.430054,1260.239990,1118.959961,1172.880005,1172.880005,159409024
2017-03-17,1172.880005,1174.900024,1063.479980,1071.709961,1071.709961,183879768
2017-03-18,1071.709961,1103.609985,940.179993,971.380005,971.380005,212772055
2017-03-19,971.380005,1063.670044,967.309998,1022.599976,1022.599976,108128237
2017-03-20,1022.599976,1057.500000,1005.049988,1047.510010,1047.510010,63833143
2017-03-21,1047.510010,1125.530029,1043.869995,1121.290039,1121.290039,101051998
2017-03-22,1121.290039,1121.880005,997.780029,1044.719971,1044.719971,120730492
2017-03-23,1044.719971,1062.790039,1022.020020,1035.030029,1035.030029,58898141
2017-03-24,1035.030029,1038.380005,927.349976,939.700012,939.700012,130042865
2017-03-25,939.700012,995.960022,890.429993,966.299988,966.299988,118395054
2017-03-26,966.299988,1004.320007,946.650024,969.440002,969.440002,83255983
2017-03-26,969.440002,1048.849976,961.799988,1045.140015,1045.140015,92332221
2017-03-27,1045.140015,1068.410034,1015.450012,1044.420044,1044.420044,83567551
2017-03-28,1044.420044,1058.660034,1008.340027,1041.900024,1041.900024,71261535
2017-03-29,1041.900024,1052.660034,1020.929993,1037.910034,1037.910034,77633883
2017-03-30,1037.910034,1088.199951,1035.180054,1079.109985,1079.109985,96543920
2017-03-31,1079.109985,1103.739990,1067.469971,1086.119995,1086.119995,55020078
2017-04-01,1086.119995,1109.479980,1074.209961,1097.400024,1097.400024,77853933
2017-04-02,1097.400024,1157.869995,1095.550049,1147.560059,1147.560059,111870807
2017-04-03,1147.560059,1161.189941,1122.150024,1141.770020,1141.770020,81164094
2017-04-04,1141.770020,1143.839966,1110.060059,1129.869995,1129.869995,78335573
2017-04-05,1129.869995,1201.550049,1130.510010,1188.699951,1188.699951,108182158
2017-04-06,1188.699951,1201.229980,1173.180054,1190.489990,1190.489990,71184485
2017-04-07,1190.489990,1198.219971,1166.650024,1180.780029,1180.780029,39393003
2017-04-08,1180.780029,1215.099976,1173.989990,1204.339966,1204.339966,54498333
2017-04-09,1204.339966,1214.869995,1194.810059,1206.709961,1206.709961,48473680
2017-04-10,1206.709961,1229.569946,1195.760010,1220.739990,1220.739990,45563707
2017-04-11,1220.739990,1225.459961,1207.359985,1212.530029,1212.530029,54699396
2017-04-12,1212.530029,1218.660034,1150.290039,1176.199951,1176.199951,78456422
2017-04-13,1176.199951,1195.400024,1162.160034,1177.329956,1177.329956,56129576
2017-04-14,1177.329956,1194.849976,841.530029,1176.989990,1176.989990,33877537
2017-04-15,1176.989990,1187.969971,1166.739990,1176.800049,1176.800049,22538918
2017-04-16,1176.800049,1202.969971,1172.810059,1194.010010,1194.010010,56095607
2017-04-17,1194.010010,1213.880005,1191.140015,1206.089966,1206.089966,64900219
2017-04-18,1206.089966,1218.209961,1194.079956,1215.199951,1215.199951,53034357
2017-04-19,1215.199951,1246.640015,1210.670044,1238.089966,1238.089966,69223360
2017-04-20,1238.089966,1256.969971,1235.560059,1249.640015,1249.640015,52498296
2017-04-21,1249.640015,1256.969971,1215.780029,1240.890015,1240.890015,55776932
2017-04-22,1240.890015,1256.229980,1223.060059,1249.140015,1249.140015,54224355
2017-04-23,1249.140015,1256.359985,1234.859985,1248.180054,1248.180054,49281629
2017-04-24,1248.180054,1272.619995,1244.209961,1264.310059,1264.310059,56659016
2017-04-25,1264.310059,1309.199951,1263.000000,1286.630005,1286.630005,77649710
2017-04-26,1286.630005,1346.790039,1285.300049,1332.910034,1332.910034,83319636
2017-04-27,1332.910034,1356.150024,1287.619995,1329.619995,1329.619995,104536476
2017-04-28,1329.619995,1343.689941,1314.150024,1336.280029,1336.280029,55982468
2017-04-29,1336.280029,1358.939941,1309.660034,1351.910034,1351.910034,55470285
2017-04-30,1351.910034,1448.680054,1342.780029,1415.810059,1415.810059,144414038
2017-05-01,1415.810059,1471.140015,1394.829956,1445.930054,1445.930054,103342244
2017-05-02,1445.930054,1496.390015,1424.050049,1485.550049,1485.550049,122551707
2017-05-03,1485.550049,1609.839966,1437.109985,1516.760010,1516.760010,213084949
2017-05-04,1516.760010,1588.109985,1485.010010,1507.770020,1507.770020,188015771
2017-05-05,1507.770020,1560.420044,1503.930054,1545.290039,1545.290039,92747185
2017-05-06,1545.290039,1572.890015,1495.180054,1554.449951,1554.449951,111708072
2017-05-07,1554.449951,1667.670044,1552.859985,1664.469971,1664.469971,174687869
2017-05-08,1664.469971,1757.390015,1619.969971,1697.500000,1697.500000,219169486
2017-05-09,1697.500000,1766.180054,1664.989990,1752.310059,1752.310059,156203600
2017-05-10,1752.310059,1864.760010,1741.540039,1819.290039,1819.290039,198829123
2017-05-11,1819.290039,1822.510010,1641.180054,1686.390015,1686.390015,192159873
2017-05-12,1686.390015,1770.500000,1594.589966,1763.739990,1763.739990,128390095
2017-05-13,1763.739990,1802.750000,1736.130005,1772.550049,1772.550049,72874378
2017-05-14,1772.550049,1776.650024,1656.810059,1708.920044,1708.920044,138499150
2017-05-15,1708.920044,1752.550049,1653.719971,1729.339966,1729.339966,130379207
2017-05-16,1729.339966,1842.829956,1703.969971,1801.300049,1801.300049,170954154
2017-05-17,1801.300049,1980.489990,1791.119995,1880.989990,1880.989990,135901905
2017-05-18,1880.989990,1969.699951,1875.280029,1962.000000,1962.000000,191523926
2017-05-19,1962.000000,2048.449951,1944.400024,2040.180054,2040.180054,179346919
2017-05-20,2040.180054,2094.939941,1980.069946,2044.189941,2044.189941,161036810
2017-05-21,2044.189941,2264.760010,1998.609985,2124.409912,2124.409912,373482496
2017-05-22,2124.409912,2286.300049,2110.780029,2272.580078,2272.580078,251969081
2017-05-23,2272.580078,2496.979980,2263.290039,2445.280029,2445.280029,353734030
2017-05-24,2445.280029,2781.760010,2210.479980,2307.219971,2307.219971,622139030
2017-05-25,2306.959961,2616.520020,2051.449951,2244.889893,2244.889893,441342711
2017-05-26,2244.889893,2322.370117,1868.560059,2052.429932,2052.429932,446034004
2017-05-27,2052.429932,2300.520020,2051.070068,2189.020020,2189.020020,266766116
2017-05-28,2189.020020,2337.350098,2117.340088,2278.209961,2278.209961,204101576
2017-05-29,2278.209961,2329.260010,2147.100098,2192.550049,2192.550049,270069146
2017-05-30,2192.550049,2330.620117,2168.370117,2303.340088,2303.340088,261223035
2017-05-31,2303.340088,2460.840088,2303.340088,2412.649902,2412.649902,290070431
2017-06-01,2412.649902,2493.969971,2385.590088,2492.600098,2492.600098,199765372
2017-06-02,2492.600098,2582.770020,2449.949951,2545.429932,2545.429932,177168595
2017-06-03,2545.429932,2559.790039,2478.179932,2524.060059,2524.060059,149060810
2017-06-04,2524.060059,2705.379883,2523.919922,2704.959961,2704.959961,225611887
2017-06-05,2704.959961,2931.239990,2699.679932,2870.500000,2870.500000,538772473
2017-06-06,2870.500000,2880.949951,2626.560059,2691.510010,2691.510010,340329903
2017-06-07,2691.510010,2808.409912,2623.610107,2798.780029,2798.780029,260898606
2017-06-08,2798.780029,2852.070068,2786.070068,2811.429932,2811.429932,189237110
2017-06-09,2811.429932,2914.189941,2807.360107,2900.250000,2900.250000,246869682
2017-06-10,2900.250000,2977.860107,2867.250000,2973.449951,2973.449951,241516660
2017-06-11,2973.449951,2985.060059,2483.629883,2656.770020,2656.770020,585158909
2017-06-12,2656.770020,2784.770020,2647.439941,2712.989990,2712.989990,314476276
2017-06-13,2712.989990,2803.719971,2348.989990,2467.270020,2467.270020,448294279
2017-06-14,2467.270020,2521.600098,2125.560059,2442.459961,2442.459961,606264366
2017-06-15,2442.459961,2536.419922,2335.280029,2508.580078,2508.580078,286630757
2017-06-16,2508.580078,2690.709961,2454.810059,2655.100098,2655.100098,246698591
2017-06-17,2655.100098,2676.040039,2488.590088,2539.560059,2539.560059,235239296
2017-06-18,2539.560059,2617.750000,2518.780029,2616.820068,2616.820068,210372750
2017-06-19,2616.820068,2800.479980,2613.979980,2754.379883,2754.379883,300034010
2017-06-20,2754.379883,2804.409912,2624.350098,2677.620117,2677.620117,313234721
2017-06-21,2677.620117,2757.320068,2623.169922,2722.840088,2722.840088,210318780
2017-06-22,2722.840088,2759.659912,2699.479980,2710.370117,2710.370117,155303414
2017-06-23,2710.370117,2741.560059,2540.350098,2590.050049,2590.050049,228007287
2017-06-24,2590.050049,2660.659912,2472.370117,2541.620117,2541.620117,220679135
2017-06-25,2541.620117,2584.750000,2327.260010,2446.050049,2446.050049,401912134
2017-06-26,2446.050049,2585.060059,2309.629883,2583.750000,2583.750000,381517099
2017-06-27,2583.750000,2616.949951,2490.110107,2577.739990,2577.739990,279792448
2017-06-28,2577.739990,2605.860107,2526.510010,2558.370117,2558.370117,191733499
2017-06-29,2558.370117,2576.280029,2469.540039,2480.610107,2480.610107,183878856
2017-06-30,2480.610107,2529.620117,2387.469971,2424.610107,2424.610107,160661673
2017-07-01,2424.610107,2555.340088,2375.860107,2536.459961,2536.459961,165839565
2017-07-02,2536.459961,2617.479980,2506.300049,2572.469971,2572.469971,212244951
2017-07-03,2572.469971,2658.729980,2569.989990,2617.320068,2617.320068,210433639
2017-07-04,2617.320068,2642.739990,2562.040039,2627.860107,2627.860107,232257106
2017-07-05,2627.860107,2634.840088,2581.800049,2614.239990,2614.239990,156558009
2017-07-06,2614.239990,2617.479980,2484.729980,2513.879883,2513.879883,229168229
2017-07-07,2513.879883,2568.729980,2480.620117,2564.860107,2564.860107,136973389
2017-07-08,2564.860107,2576.729980,2509.649902,2511.429932,2511.429932,99506518
2017-07-09,2511.429932,2530.340088,2271.790039,2344.020020,2344.020020,297270301
2017-07-10,2344.020020,2412.750000,2265.479980,2324.290039,2324.290039,341998621
2017-07-11,2324.290039,2424.820068,2262.080078,2403.090088,2403.090088,257095280
2017-07-12,2403.090088,2436.659912,2334.959961,2362.439941,2362.439941,208630220
2017-07-13,2362.439941,2370.530029,2165.360107,2234.169922,2234.169922,257704533
2017-07-14,2234.169922,2237.129883,1974.030029,1975.079956,1975.079956,320719096
2017-07-15,1975.079956,2044.410034,1808.989990,1914.089966,1914.089966,364287861
2017-07-16,1914.089966,2233.830078,1913.790039,2233.389893,2233.389893,368366495
2017-07-17,2233.389893,2400.739990,2164.590088,2320.229980,2320.229980,465220151
2017-07-18,2320.229980,2412.379883,2243.129883,2282.580078,2282.580078,357639189
2017-07-19,2282.580078,2932.810059,2282.110107,2866.020020,2866.020020,807416890
2017-07-20,2866.020020,2873.959961,2622.540039,2675.080078,2675.080078,529154789
2017-07-21,2675.080078,2876.709961,2658.590088,2836.530029,2836.530029,341992860
2017-07-22,2836.530029,2856.669922,2675.649902,2756.610107,2756.610107,299869260
2017-07-23,2756.610107,2798.889893,2715.689941,2763.419922,2763.419922,229047365
2017-07-24,2763.419922,2779.080078,2472.620117,2582.580078,2582.580078,534765380
2017-07-25,2582.580078,2631.729980,2441.540039,2559.209961,2559.209961,340465234
2017-07-26,2559.209961,2712.919922,2547.739990,2691.879883,2691.879883,269880857
2017-07-27,2691.879883,2843.780029,2683.590088,2806.750000,2806.750000,383479795
2017-07-28,2806.750000,2812.129883,2699.419922,2733.500000,2733.500000,230818894
2017-07-29,2733.500000,2773.060059,2621.679932,2766.489990,2766.489990,222933516
2017-07-30,2766.489990,2916.300049,2723.050049,2883.270020,2883.270020,254836601
2017-07-31,2883.270020,2946.020020,2659.620117,2746.989990,2746.989990,341216428
2017-08-01,2746.989990,2773.800049,2668.870117,2720.530029,2720.530029,222534344
2017-08-02,2720.530029,2822.879883,2717.620117,2809.989990,2809.989990,188517085
2017-08-03,2809.989990,2892.669922,2779.510010,2878.489990,2878.489990,195800289
2017-08-04,2878.489990,3344.010010,2875.909912,3262.800049,3262.800049,503737620
2017-08-05,3262.800049,3295.070068,3166.520020,3232.030029,3232.030029,196484496
2017-08-06,3232.030029,3425.129883,3198.510010,3401.909912,3401.909912,294021645
2017-08-07,3401.909912,3494.870117,3357.149902,3429.379883,3429.379883,366169429
2017-08-08,3429.379883,3437.149902,3251.030029,3348.790039,3348.790039,324058681
2017-08-09,3348.790039,3453.840088,3322.919922,3425.669922,3425.669922,242024460
2017-08-10,3425.669922,3706.479980,3409.790039,3654.370117,3654.370117,345135492
2017-08-11,3654.370117,3967.260010,3611.360107,3871.620117,3871.620117,469532325
2017-08-12,3871.620117,4189.419922,3847.310059,4062.600098,4062.600098,638917500
2017-08-13,4062.600098,4336.709961,3978.949951,4327.939941,4327.939941,540927757
2017-08-14,4327.939941,4436.479980,3837.129883,4161.660156,4161.660156,872840682
2017-08-15,4161.660156,4398.060059,3938.620117,4387.399902,4387.399902,472960334
2017-08-16,4387.399902,4487.500000,4194.100098,4278.919922,4278.919922,554232802
2017-08-17,4278.919922,4362.729980,3978.280029,4105.370117,4105.370117,603898315
2017-08-18,4105.370117,4189.680176,3957.459961,4150.450195,4150.450195,462723151
2017-08-19,4150.450195,4182.290039,4034.399902,4066.600098,4066.600098,288193446
2017-08-20,4066.600098,4097.250000,3966.929932,4005.100098,4005.100098,365174045
2017-08-21,4005.100098,4142.680176,3612.209961,4089.699951,4089.699951,659657838
2017-08-22,4089.699951,4255.620117,4070.489990,4141.089844,4141.089844,402340258
2017-08-23,4141.089844,4364.109863,4111.709961,4318.350098,4318.350098,305373477
2017-08-24,4318.350098,4461.709961,4292.629883,4364.410156,4364.410156,362283252
2017-08-25,4364.410156,4379.279785,4263.279785,4352.299805,4352.299805,199403922
2017-08-26,4352.299805,4408.180176,4321.120117,4345.750000,4345.750000,185180843
2017-08-27,4345.750000,4403.129883,4195.229980,4390.310059,4390.310059,325285703
2017-08-28,4390.310059,4647.830078,4350.220215,4597.310059,4597.310059,455467850
2017-08-29,4597.310059,4644.060059,4491.790039,4583.020020,4583.020020,313466398
2017-08-30,4583.020020,4765.069824,4580.129883,4735.109863,4735.109863,338981145
2017-08-31,4735.109863,4925.229980,4690.169922,4921.850098,4921.850098,491140364
2017-09-01,4921.850098,4976.520020,4448.640137,4573.799805,4573.799805,747713818
2017-09-02,4573.799805,4719.779785,4397.740234,4612.919922,4612.919922,470135795
2017-09-03,4612.919922,4621.009766,4098.580078,4267.450195,4267.450195,737216060
2017-09-04,4267.450195,4496.669922,4004.620117,4409.080078,4409.080078,673846827
2017-09-05,4409.080078,4660.040039,4401.529785,4618.709961,4618.709961,504717245
2017-09-06,4618.709961,4690.549805,4493.200195,4635.600098,4635.600098,324939872
2017-09-07,4635.600098,4699.589844,4130.879883,4326.450195,4326.450195,786819863
2017-09-08,4326.450195,4402.149902,4185.330078,4335.129883,4335.129883,332195251
2017-09-09,4335.129883,4338.080078,4032.149902,4245.890137,4245.890137,451244396
2017-09-10,4245.890137,4364.419922,4134.620117,4217.899902,4217.899902,375254125
2017-09-11,4217.899902,4387.759766,4074.969971,4158.919922,4158.919922,453402207
2017-09-12,4158.919922,4174.580078,3752.010010,3870.290039,3870.290039,728385231
2017-09-13,3870.290039,3930.689941,3218.979980,3243.080078,3243.080078,1118258889
2017-09-14,3243.080078,3824.429932,2979.879883,3713.760010,3713.760010,1519153953
2017-09-15,3713.760010,3893.669922,3551.830078,3698.919922,3698.919922,627559216
2017-09-16,3698.919922,3796.560059,3485.830078,3689.610107,3689.610107,351250484
2017-09-17,3689.610107,4122.750000,3689.000000,4100.279785,4100.279785,586938661
2017-09-18,4100.279785,4120.709961,3852.219971,3907.959961,3907.959961,488897829
2017-09-19,3907.959961,4053.040039,3846.760010,3882.159912,3882.159912,342438072
2017-09-20,3882.159912,3912.790039,3576.540039,3617.270020,3617.270020,543570164
2017-09-21,3617.270020,3753.510010,3505.810059,3600.830078,3600.830078,414612501
2017-09-22,3600.830078,3813.389893,3563.179932,3788.020020,3788.020020,253370774
2017-09-23,3788.020020,3790.889893,3633.879883,3667.520020,3667.520020,183852135
2017-09-24,3667.520020,3971.500000,3665.669922,3932.830078,3932.830078,386674961
2017-09-25,3932.830078,3982.310059,3858.750000,3892.699951,3892.699951,248481868
2017-09-26,3892.699951,4232.350098,3882.080078,4212.200195,4212.200195,480358673
2017-09-27,4212.200195,4274.640137,4112.879883,4195.649902,4195.649902,386909537
2017-09-28,4195.649902,4237.509766,4030.370117,4172.790039,4172.790039,404599756
2017-09-29,4172.790039,4383.270020,4164.250000,4360.620117,4360.620117,290796939
2017-09-30,4360.620117,4412.620117,4258.319824,4403.089844,4403.089844,262485153
2017-10-01,4403.089844,4477.379883,4364.669922,4401.319824,4401.319824,314621927
2017-10-02,4401.319824,4435.990234,4230.729980,4314.180176,4314.180176,353046057
2017-10-03,4314.180176,4355.290039,4183.569824,4218.660156,4218.660156,272424730
2017-10-04,4218.660156,4365.759766,4143.350098,4321.439941,4321.439941,271914958
2017-10-05,4321.439941,4422.149902,4296.930176,4371.939941,4371.939941,269878225
2017-10-06,4371.939941,4472.919922,4319.479980,4435.810059,4435.810059,176332039
2017-10-07,4435.810059,4622.870117,4419.359863,4611.700195,4611.700195,323063950
2017-10-08,4611.700195,4875.379883,4556.149902,4777.490234,4777.490234,518586828
2017-10-09,4777.490234,4930.000000,4722.810059,4763.359863,4763.359863,475717720
2017-10-10,4763.359863,4874.890137,4718.600098,4824.200195,4824.200195,338533507
2017-10-11,4824.200195,5432.629883,4814.979980,5432.620117,5432.620117,848641969
2017-10-12,5432.620117,5852.779785,5391.970215,5637.259766,5637.259766,1211469140
2017-10-13,5637.259766,5839.620117,5568.859863,5824.709961,5824.709961,434406119
